source,term,freq
youtube,pagdurusa,1
youtube,page,4
youtube,pagenoon,1
youtube,pages,2
youtube,pagfocusan,1
youtube,paggagawa,1
youtube,paggalaw,3
youtube,paggamit,1
youtube,pagganyan,1
youtube,paggawa,1
youtube,pagguho,1
youtube,paggulo,3
youtube,paghahangad,1
youtube,paghalungkat,2
youtube,paghandaang,2
youtube,paghatihatian,1
youtube,paghihirap,5
youtube,paghuhukom,1
youtube,paghusga,1
youtube,pagiging,4
youtube,pagiimbestiga,1
youtube,pagiimbistiga,1
youtube,pagka,8
youtube,pagkagahaman,1
youtube,pagkain,9
youtube,pagkaka,1
youtube,pagkakabawe,1
youtube,pagkakagawa,3
youtube,pagkakaintindi,1
youtube,pagkakaisahan,1
youtube,pagkakakilala,1
youtube,pagkakakitaan,1
youtube,pagkakakulong,3
youtube,pagkakalong,2
youtube,pagkakamali,2
youtube,pagkakasala,1
youtube,pagkakatiwalaan,1
youtube,pagkamal,1
youtube,pagkamatay,2
youtube,pagkanta,3
youtube,pagkasinongaling,2
youtube,pagkatao,1
youtube,pagkatapos,6
youtube,pagkatunaw,1
youtube,pagkawala,1
youtube,pagkolong,1
youtube,pagkondena,1
youtube,pagkuha,5
youtube,pagkulong,1
youtube,pagkwestyon,2
youtube,paglabas,1
youtube,paglagay,1
youtube,paglalahad,4
youtube,paglaruan,3
youtube,paglilimas,1
youtube,paglobo,1
youtube,paglubog,7
youtube,paglustay,1
youtube,pagmahirap,2
youtube,pagmakulong,1
youtube,pagmamagaling,1
youtube,pagmamahal,2
youtube,pagmamay,1
youtube,pagmay,3
youtube,pagmimina,3
youtube,pagmomokha,1
youtube,pagmumukha,6
youtube,pagmumura,1
youtube,pagna,2
youtube,pagnagiba,1
youtube,pagnahuli,1
youtube,pagnakawan,1
youtube,pagnalaman,1
youtube,pagnamatay,1
youtube,pagnanakaw,59
youtube,pagnanasa,1
youtube,pagnannakaw,1
youtube,pagnasa,2
youtube,pagnnakaw,1
youtube,pagod,10
youtube,pagong,2
youtube,pagpa,1
youtube,pagpag,1
youtube,pagpalagay,1
youtube,pagpalain,5
youtube,pagpapagawa,3
youtube,pagpapahirap,2
youtube,pagpapakasasa,1
youtube,pagpapalaganap,1
youtube,pagpapalain,1
youtube,pagpapalit,1
youtube,pagpapaliwanag,1
youtube,pagpapanggap,1
youtube,pagpapasarap,1
youtube,pagpapatayin,3
youtube,pagpapirma,1
youtube,pagpatupad,1
youtube,pagpiga,1
youtube,pagpili,1
youtube,pagpupulibi,1
youtube,pagpupulong,1
youtube,pagpuputol,1
youtube,pagputak,1
youtube,pagputol,1
youtube,pagsabihan,2
youtube,pagsagot,1
youtube,pagsalitain,1
youtube,pagsamasamahin,2
youtube,pagsandok,2
youtube,pagsasaad,2
youtube,pagsasabi,2
youtube,pagsasalita,1
youtube,pagsilbihan,1
youtube,pagsiningil,1
youtube,pagsira,1
youtube,pagsisihan,2
youtube,pagsisinungaling,1
youtube,pagsisira,1
youtube,pagsisisihan,1
youtube,pagsisiwalat,1
youtube,pagsiwalat,2
youtube,pagsoli,2
youtube,pagsosoli,1
youtube,pagsunog,2
youtube,pagsuotin,1
youtube,pagtaaas,1
youtube,pagtaas,6
youtube,pagtabon,1
youtube,pagtakpan,12
youtube,pagtalakay,1
youtube,pagtalunan,1
youtube,pagtambak,2
youtube,pagtanggap,1
youtube,pagtanggol,3
youtube,pagtanong,1
youtube,pagtatabon,3
youtube,pagtatahi,1
youtube,pagtatambak,1
youtube,pagtatanong,1
youtube,pagtatapon,1
youtube,pagtawa,2
youtube,pagtawid,1
youtube,pagtayo,1
youtube,pagtingin,1
youtube,pagtoonan,1
youtube,pagttanong,2
youtube,pagtulog,1
youtube,pagtulong,1
youtube,pagtutruso,1
youtube,pagtutulak,1
youtube,pagtuturo,2
youtube,pagtuunan,3
youtube,pagud,2
youtube,pagukulan,2
youtube,pagulo,8
youtube,pagunlad,1
youtube,pagusapan,3
youtube,pagusto,1
youtube,paguumpisahan,1
youtube,paguusig,1
youtube,pagwalang,1
youtube,pagwawakas,1
youtube,pahabain,1
youtube,pahalagahan,1
youtube,pahalata,1
youtube,pahamak,1
youtube,paharapin,2
youtube,pahawakin,1
youtube,pahayag,4
youtube,pahihirapan,1
youtube,pahingi,1
youtube,pahinood,1
youtube,pahinoon,1
youtube,pahinto,2
youtube,pahintulot,3
youtube,pahiram,1
youtube,pahirap,4
youtube,pahirapan,2
youtube,pahiya,1
youtube,pahmumukha,1
youtube,pahuli,1
youtube,paid,11
youtube,paiimbestigahan,1
youtube,paikot,10
youtube,paikot2x,1
youtube,paikutin,3
youtube,paimbestigahan,1
youtube,pain,2
youtube,painful,2
youtube,paipalan,1
youtube,paita,1
youtube,paiyak2,1
youtube,paka,4
youtube,pakagawa,1
youtube,pakain,2
youtube,pakainutil,1
youtube,pakalat,1
youtube,pakan,2
youtube,pakana,2
youtube,pakaon,1
youtube,pakapalan,1
youtube,pakasiguro,2
youtube,pakat,2
youtube,pakawala,3
youtube,pakay,3
youtube,pakaya,2
youtube,pake,4
youtube,pakealam,1
youtube,pakenabang,1
youtube,paki,10
youtube,pakiaalam,1
youtube,pakialam,9
youtube,pakialaman,2
youtube,pakibangit,2
youtube,pakibilisan,1
youtube,pakiboto,1
youtube,pakidagdag,1
youtube,pakikinggan,1
youtube,pakikipag,1
youtube,pakikisama,1
youtube,pakilo,1
youtube,pakinabang,4
youtube,pakinggan,4
youtube,pakiot,1
youtube,pakiramdam,3
youtube,pakita,3
youtube,pakitignan,1
youtube,pakiusap,1
youtube,pako,1
youtube,pakontrata,1
youtube,pakpak,1
youtube,paktay,1
youtube,pakukuhanin,1
youtube,pakulong,4
youtube,pakundangang,1
youtube,palabas,13
youtube,palabasin,2
youtube,palabaz,2
youtube,palace,1
youtube,palad,1
youtube,palagay,10
youtube,palagi,15
youtube,palaging,9
youtube,palaisdaan,2
youtube,palak,2
youtube,palakad,1
youtube,palakasan,1
youtube,palakasin,2
youtube,palala,1
youtube,palalayain,1
youtube,palalimin,1
youtube,palambutin,1
youtube,palang,38
youtube,palasa,1
youtube,palasyo,5
youtube,palataya,1
youtube,palawan,2
youtube,palay,4
youtube,paldo,6
youtube,paldo2x,1
youtube,palengke,2
youtube,paletan,2
youtube,palibhasa,4
youtube,paligid,1
youtube,paligiran,1
youtube,paligoy,2
youtube,paligoy2x,1
youtube,paligoyligoy,1
youtube,palikasin,1
youtube,paliliwanag,2
youtube,palinlang,2
youtube,palipas,2
youtube,palipat,1
youtube,palistine,1
youtube,palit,1
youtube,palitada,1
youtube,palitan,15
youtube,palitaw,1
youtube,paliwanag,3
youtube,palng,2
youtube,palo,1
youtube,paloko,1
youtube,paloma,2
youtube,palpak,25
youtube,paltan,1
youtube,paltos,1
youtube,palubog,4
youtube,palusot,12
youtube,palusutan,2
youtube,pam,4
youtube,pamahala,1
youtube,pamahalaan,16
youtube,pamahalan,1
youtube,pamahayan,1
youtube,pamalo,1
youtube,pamamagitan,4
youtube,pamamahala,2
youtube,pamamaraan,6
youtube,paman,2
youtube,pamanagitan,1
youtube,pamapanga,1
youtube,pamaresan,1
youtube,pamarisan,9
youtube,pamaskong,1
youtube,pamati,1
youtube,pambansang,3
youtube,pambihira,4
youtube,pambili,4
youtube,pamela,1
youtube,pamg,1
youtube,pamilia,2
youtube,pamilya,77
youtube,pamilyang,12
youtube,pampagawa,1
youtube,pampagulo,2
youtube,pampakapal,1
youtube,pampalipas,1
youtube,pampam,1
youtube,pampang,1
youtube,pampanga,6
youtube,pampublikong,1
youtube,pamukhain,1
youtube,pamumuhay,4
youtube,pamumuliktika,1
youtube,pamumulitika,1
youtube,pamumulituka,1
youtube,pamumulsa,1
youtube,pamumuno,4
youtube,pamunuang,1
youtube,pan,1
youtube,panagotim,1
youtube,panagutan,1
youtube,panagutin,13
youtube,panahom,1
youtube,panahon,88
youtube,panahong,1
youtube,panainin,1
youtube,panakot,2
youtube,panaleta,1
youtube,panalo,3
youtube,pananagutan,4
youtube,pananakot,4
youtube,pananalita,2
youtube,pananalota,2
youtube,pananampalataya,2
youtube,pananaw,1
youtube,panandaliang,1
youtube,panangdalian,1
youtube,panangga,1
youtube,panapon,2
youtube,panasilip,2
youtube,panatag,1
youtube,panatang,1
youtube,panawagan,1
youtube,panay,11
youtube,pancho,1
youtube,pandagdag,1
youtube,pandaraya,3
youtube,pandemic,3
youtube,pandesal,1
youtube,panel,1
youtube,pang,119
youtube,pangaasinan,1
youtube,pangako,4
youtube,pangakuhan,1
youtube,pangalagaan,1
youtube,pangalan,31
youtube,pangalanan,3
youtube,pangalawamobahay,1
youtube,pangalawang,2
youtube,pangandaman,1
youtube,pangangailangan,5
youtube,panganib,2
youtube,pangarap,6
youtube,pangasinan,6
youtube,pangawat,3
youtube,pangcasino,1
youtube,pangenoon,1
youtube,panggatong,1
youtube,panggobuerno,2
youtube,panggolo,1
youtube,panggulo,10
youtube,panghabang,1
youtube,panghanapbuhay,1
youtube,panghinaan,2
youtube,pangiibbistiga,1
youtube,pangil,1
youtube,pangilinan,3
youtube,panginoon,29
youtube,panginoong,4
youtube,panginuon,2
youtube,panginuonkasamaniyo,1
youtube,pangit,6
youtube,pangita,1
youtube,pangitingiti,1
youtube,pangkaraniwang,2
youtube,pangkurakot,1
youtube,pangmag,1
youtube,pangmatagalang,1
youtube,pangnakukulong,1
youtube,pangolo,1
youtube,pangongorakot,1
youtube,pangongurakot,1
youtube,pangotana,1
youtube,pangrarap,1
youtube,pangsugal,1
youtube,pangtanggi,2
youtube,pangtulong,1
youtube,pangugurakot,1
youtube,pangulo,46
youtube,pangulon,2
youtube,pangulong,5
youtube,pangunahan,1
youtube,pangunahing,1
youtube,pangungulimbat,1
youtube,pangunguna,1
youtube,pangungurakot,15
youtube,pangungutang,2
youtube,pangyarihan,1
youtube,pangyayari,3
youtube,pangyayaring,1
youtube,panibagong,2
youtube,panic,1
youtube,panigurado,2
youtube,panindigan,1
youtube,paningin,1
youtube,paninidigan,1
youtube,paninira,5
youtube,paninisisi,1
youtube,paniniwala,2
youtube,panira,4
youtube,panis,1
youtube,paniwala,5
youtube,paniwalaan,2
youtube,panlenlang,2
youtube,panlilinlang,1
youtube,panloloko,4
youtube,panluluko,1
youtube,panong,2
youtube,panoodin,1
youtube,panoorin,8
youtube,panootin,1
youtube,panpilo,1
youtube,pansamantalang,1
youtube,pansariling,4
youtube,pansin,22
youtube,pansinin,2
youtube,pansitan,2
youtube,pantakip,1
youtube,pantan,2
youtube,pantay,2
youtube,pantaytayolahat,1
youtube,panty,1
youtube,panu,6
youtube,panukalang,1
youtube,panungkulan,1
youtube,panuod,1
youtube,panuodin,1
youtube,panuorim,1
youtube,panuorin,2
youtube,papa,5
youtube,papaangat,1
youtube,papaano,5
youtube,papaanu,1
youtube,papadala,1
youtube,papagalitan,1
youtube,papaganda,1
youtube,papagawa,2
youtube,papagod,1
youtube,papahihirap,1
youtube,papahirap,3
youtube,papaikutin,1
youtube,papaimbistigahan,1
youtube,papakabulag,1
youtube,papakahirap,2
youtube,papakasuhan,1
youtube,papakinggan,1
youtube,papala,3
youtube,papalamig,1
youtube,papalit,1
youtube,papalitan,1
youtube,papalpitate,2
youtube,papalubog,1
youtube,papanagutin,1
youtube,papangit,1
youtube,papaniwala,1
youtube,papaniwalaan,2
youtube,papano,7
youtube,papanobumabawi,2
youtube,papansin,3
youtube,papansinin,2
youtube,papanu,1
youtube,papapatalo,1
youtube,paparating,1
youtube,paparusa,2
youtube,paparusahan,1
youtube,papasa,1
youtube,papasarap,1
youtube,papasko,1
youtube,papasok,5
youtube,papasugal,1
youtube,papataasan,1
youtube,papatay,5
youtube,papatayan,2
youtube,papatayin,5
youtube,papatol,1
youtube,papatungohan,2
youtube,papatupad,1
youtube,papayag,1
youtube,papayagan,2
youtube,papayagang,1
youtube,papayaman,1
youtube,papel,7
youtube,paper,3
youtube,papers,2
youtube,papirma,1
youtube,papogi,4
youtube,papogilng,2
youtube,papotok,1
youtube,paprating,1
youtube,papunta,8
youtube,paquitao,2
youtube,par,2
youtube,paraaan,1
youtube,paraan,29
youtube,paragon,1
youtube,paramatakpan,2
youtube,paramdam,1
youtube,paramg,1
youtube,paranoid,1
youtube,parati,1
youtube,parating,4
youtube,pardoned,2
youtube,pare,10
youtube,parehas,6
youtube,pareho,14
youtube,parehong,1
youtube,paren,2
youtube,parents,1
youtube,parepare,2
youtube,pareparehas,4
youtube,parepareho,2
youtube,parin,54
youtube,paring,4
youtube,pariparihas,1
youtube,paris,2
youtube,park,6
youtube,parked,1
youtube,parking,1
youtube,parliament,1
youtube,parliamentary,1
youtube,parlor,1
youtube,paro,2
youtube,parosa,1
youtube,part,22
youtube,parte,5
youtube,parted,1
youtube,parti,2
youtube,partial,1
youtube,partially,1
youtube,participants,1
youtube,participation,1
youtube,particularly,1
youtube,partido,1
youtube,parties,3
youtube,partihan,2
youtube,partisipasyon,2
youtube,partner,1
youtube,partnership,2
youtube,parts,2
youtube,party,23
youtube,partylist,8
youtube,parurusahan,3
youtube,parusa,24
youtube,parusahan,9
youtube,parusang,3
youtube,pas,1
youtube,pasa,2
youtube,pasabogan,1
youtube,pasada,1
youtube,pasagdahan,1
youtube,pasagutin,1
youtube,pasahod,1
youtube,pasalamat,5
youtube,pasalamatan,3
youtube,pasanginlan,1
youtube,pasara,1
youtube,pasarap,3
youtube,pasasa,1
youtube,pasay,11
youtube,pasensya,3
youtube,pasig,7
youtube,pasigaw,1
youtube,pasikot,3
youtube,pasikot2,2
youtube,pasimono,1
youtube,pasimuno,5
youtube,pasin,2
youtube,pasko,2
youtube,paslit,1
youtube,pasmado,1
youtube,pasok,5
youtube,paspas,1
youtube,pass,3
youtube,passed,3
youtube,passers,1
youtube,passes,1
youtube,passport,4
youtube,past,8
youtube,paste,2
youtube,pastilan,1
youtube,pasunorin,1
youtube,pasuutin,2
youtube,pasyal2,1
youtube,pasyente,1
youtube,pat,1
youtube,pataas,1
youtube,pataba,1
youtube,patagalin,1
youtube,patahimikin,2
youtube,patakaran,1
youtube,patalino,1
youtube,patalsikin,3
youtube,patalsiking,1
youtube,patambakan,1
youtube,patapusin,2
youtube,patas,16
youtube,pataw,1
youtube,patawa,7
youtube,patawad,1
youtube,patawan,1
youtube,patawid,1
youtube,patay,19
youtube,patayan,4
youtube,patayin,13
youtube,patayu,2
youtube,patayuan,1
youtube,pate,2
youtube,patek,2
youtube,pathetic,6
youtube,paths,1
youtube,pati,96
youtube,patibong,2
youtube,patibsa,1
youtube,patient,1
youtube,patingin,2
youtube,patinuan,1
youtube,patitinag,1
youtube,patiwarik,3
youtube,patnubayan,1
youtube,patong,3
youtube,patos,1
youtube,patrick,1
youtube,patrol,1
youtube,patubig,3
youtube,patugtugin,1
youtube,patuloy,21
youtube,patuluy,1
youtube,patunay,3
youtube,patunayan,4
youtube,patunayang,1
youtube,patungo,2
youtube,patunguhan,1
youtube,patutungohan,1
youtube,patutunguhan,1
youtube,patuyan,2
youtube,patyon,1
youtube,paubaya,1
youtube,paul,2
youtube,pauli,1
youtube,paulit,27
youtube,paulit2,2
youtube,pauliy,1
youtube,paulo,1
youtube,paunlarin,2
youtube,paunti,3
youtube,pauto,1
youtube,pauuwiin,1
youtube,pauwe,1
youtube,pauwein,1
youtube,pauwiin,7
youtube,pawang,7
youtube,pawis,8
youtube,pawn,1
youtube,pay,15
youtube,payabangan,1
youtube,payagan,11
youtube,payagang,1
youtube,payak,1
youtube,payakap,1
youtube,payaman,1
youtube,payamanin,2
youtube,payan,3
youtube,payapa,1
youtube,payback,1
youtube,payer,3
youtube,payers,7
youtube,paying,2
youtube,payment,1
youtube,payo,2
youtube,payout,2
youtube,pba,1
youtube,pbbm,66
youtube,pbbmm,1
youtube,pbili,2
youtube,pcab,4
youtube,pcg,2
youtube,pcig,1
youtube,pco,1
youtube,pdaf,7
youtube,pdap,1
youtube,pdlya,1
youtube,peace,3
youtube,peaceful,2
youtube,pearl,1
youtube,pearly,1
youtube,pede,3
youtube,peede,1
youtube,peeping,2
youtube,peesident,1
youtube,peeve,3
youtube,peg,1
youtube,peke,4
youtube,pekeng,3
youtube,pelikula,5
youtube,pelote,1
youtube,peluka,4
youtube,pelukq,1
youtube,penag,2
youtube,penalize,1
youtube,penalties,1
youtube,penalty,62
youtube,penanty,1
youtube,penaty,1
youtube,pension,1
youtube,pensyon,6
youtube,peo,2
youtube,peoples,5
youtube,pepermahan,1
youtube,pepito,1
youtube,pepsi,4
youtube,per,7
youtube,pera,482
youtube,pera2,1
youtube,perang,19
youtube,perceived,2
youtube,percent,9
youtube,percentage,6
youtube,percy,4
youtube,pere,1
youtube,perehas,1
youtube,perfect,10
youtube,perform,1
youtube,period,5
youtube,perma,3
youtube,permanent,1
youtube,permanenteng,2
youtube,permission,3
youtube,permit,6
youtube,peror,1
youtube,perpetrators,3
youtube,perpetually,1
youtube,perra,3
youtube,persecute,1
youtube,persecuted,1
youtube,persistence,1
youtube,person,26
youtube,personal,11
youtube,personalities,1
youtube,personality,1
youtube,personally,1
youtube,personnel,1
youtube,persons,3
youtube,personzlly,1
youtube,perte,1
youtube,peru,10
youtube,perverse,1
youtube,perwisyo,4
youtube,peslak,1
youtube,peso,10
youtube,pesos,27
youtube,peste,3
youtube,pesteng,1
youtube,pesti,1
youtube,pet,3
youtube,peta,2
youtube,peter,1
youtube,peter1,1
youtube,petron,1
youtube,pets,1
youtube,pff,1
youtube,pfool,1
youtube,pgbbago,1
youtube,pgbbicita,1
youtube,pghahatian,1
youtube,pghipos,1
youtube,pgkababa,1
youtube,pgkakataong,1
youtube,pgkawat,1
youtube,pgkurakot,2
youtube,pglaban,1
youtube,pgllhad,2
youtube,pgmasdan,1
youtube,pgmumukha,1
youtube,pgtatanggol,2
youtube,pharmally,1
youtube,phas,1
youtube,phase,1
youtube,phil,6
youtube,philgeps,1
youtube,philhealth,5
youtube,philheatlh,1
youtube,philip,2
youtube,philippinas,1
youtube,philippine,19
youtube,philippines,116
youtube,phillip,2
youtube,phillipine,1
youtube,phillipines,4
youtube,phillippined,1
youtube,phils,2
youtube,phlhealth,1
youtube,photos,2
youtube,php,4
youtube,physical,1
youtube,physically,6
youtube,pianglalaban,1
youtube,pianpatupad,1
youtube,piatos,2
youtube,piattos,1
youtube,pibabayaan,1
youtube,picc,1
youtube,pichi,4
youtube,pick,2
youtube,pictures,3
youtube,pide,1
youtube,piece,1
youtube,pieces,2
youtube,pier,1
youtube,pigain,2
youtube,piggy,2
youtube,pigil,2
youtube,pigilan,1
youtube,pigsa,1
youtube,piipino,1
youtube,pikon,1
youtube,piktyur,1
youtube,pila,1
youtube,pilar,1
youtube,pilate,1
youtube,pilato,1
youtube,pili,4
youtube,piliinong,2
youtube,piliipinas,1
youtube,pilikula,1
youtube,pilinas,4
youtube,piling,2
youtube,pilipilit,1
youtube,pilipimas,1
youtube,pilipinas,276
youtube,pilipino,187
youtube,pilipinong,8
youtube,pilipinos,5
youtube,piliplno,2
youtube,pilipno,1
youtube,pilippines,1
youtube,pilit,20
youtube,pilitician,1
youtube,pilitin,1
youtube,pilitmong,1
youtube,pilopinas,1
youtube,pin,2
youtube,pina,13
youtube,pinaaresto,1
youtube,pinaasa,2
youtube,pinababango,1
youtube,pinabalik,2
youtube,pinabasa,2
youtube,pinabayaan,2
youtube,pinaconstruck,1
youtube,pinadala,4
youtube,pinadami,1
youtube,pinaextend,2
youtube,pinag,53
youtube,pinagaan,1
youtube,pinagaarala,1
youtube,pinagaaralan,1
youtube,pinagagawa,1
youtube,pinagawa,1
youtube,pinagbibigyan,1
youtube,pinagbintangan,1
youtube,pinagbobola,1
youtube,pinagdadaanan,2
youtube,pinaggagagawa,2
youtube,pinaggagawa,5
youtube,pinaghandana,1
youtube,pinaghati,1
youtube,pinaghatian,1
youtube,pinaghatihatian,2
youtube,pinaghihirapan,1
youtube,pinaghirapan,2
youtube,pinaghirapang,1
youtube,pinagiinitan,1
youtube,pinagkakaabalahan,2
youtube,pinagkakaitaan,1
youtube,pinagkakaloob,2
youtube,pinagkakatiwalaan,1
youtube,pinagkakitaan,4
youtube,pinagkatiwala,1
youtube,pinagkatiwalaan,3
youtube,pinagkatiwalan,1
youtube,pinaglaanan,2
youtube,pinaglaban,2
youtube,pinaglakaisahan,2
youtube,pinaglalaban,2
youtube,pinaglalaruan,1
youtube,pinagloloko,2
youtube,pinagluluko,2
youtube,pinaglumaan,1
youtube,pinagmalaki,1
youtube,pinagmulan,3
youtube,pinagnanakaw,2
youtube,pinagpapaguran,4
youtube,pinagpapaliwanag,1
youtube,pinagpapatay,1
youtube,pinagpipilitan,1
youtube,pinagpuputol,1
youtube,pinagsamang,1
youtube,pinagsasabi,9
youtube,pinagsasalita,1
youtube,pinagsusugal,2
youtube,pinagtakpan,2
youtube,pinagtatakpan,11
youtube,pinagtatanggol,1
youtube,pinagtatangol,1
youtube,pinagtatawanan,2
youtube,pinagtutulongang,1
youtube,pinagugulo,1
youtube,pinagusapan,3
youtube,pinaguusapan,4
youtube,pinagyayabang,1
youtube,pinahahab,2
youtube,pinahahaba,2
youtube,pinahinto,1
youtube,pinahiram,1
youtube,pinahirapan,2
youtube,pinaiikot,1
youtube,pinaimbistigahan,1
youtube,pinairal,1
youtube,pinaka,35
youtube,pinakabinabahang,1
youtube,pinakabossing,2
youtube,pinakaguilty,2
youtube,pinakaharang,1
youtube,pinakaki,2
youtube,pinakamababa,3
youtube,pinakamabigat,1
youtube,pinakamabilis,1
youtube,pinakamadali,1
youtube,pinakamadaming,1
youtube,pinakamagaling,1
youtube,pinakamalakas,2
youtube,pinakamalaki,2
youtube,pinakamalaking,2
youtube,pinakamalke,1
youtube,pinakamaraming,1
youtube,pinakamasarap,1
youtube,pinakamataas,5
youtube,pinakamatinding,1
youtube,pinakanakinabang,1
youtube,pinakataas,2
youtube,pinakikinggan,1
youtube,pinakmataas,1
youtube,pinakpan,1
youtube,pinaksin,2
youtube,pinakulong,1
youtube,pinalalabas,2
youtube,pinalalayas,1
youtube,pinalano,1
youtube,pinalayas,1
youtube,pinaligiran,1
youtube,pinaling,1
youtube,pinalitan,8
youtube,pinamigay,1
youtube,pinangakoan,2
youtube,pinangalanan,7
youtube,pinanganak,1
youtube,pinangangalandakan,1
youtube,pinangbili,2
youtube,pinanggalingan,1
youtube,pinanglalagay,1
youtube,pinangtatalo,2
youtube,pinaniwalaan,1
youtube,pinanonood,1
youtube,pinanood,1
youtube,pinansin,1
youtube,pinantambak,1
youtube,pinapa,4
youtube,pinapaalis,1
youtube,pinapaamin,2
youtube,pinapaanod,1
youtube,pinapadahod,1
youtube,pinapagawa,5
youtube,pinapahaba,1
youtube,pinapahirapan,3
youtube,pinapahiya,1
youtube,pinapaik,1
youtube,pinapaikot,6
youtube,pinapakaen,2
youtube,pinapakain,4
youtube,pinapakinabangan,1
youtube,pinapakita,1
youtube,pinapalabas,1
youtube,pinapalaki,2
youtube,pinapalayas,1
youtube,pinapanagot,1
youtube,pinapanalangin,1
youtube,pinapanigan,1
youtube,pinapaniwala,2
youtube,pinapaniwalaan,1
youtube,pinapanood,2
youtube,pinapansin,2
youtube,pinapanuod,1
youtube,pinapanuodnnalang,1
youtube,pinaparusahan,1
youtube,pinapasa,1
youtube,pinapasagot,1
youtube,pinapasahod,1
youtube,pinapasweldo,2
youtube,pinapatag,1
youtube,pinapatagal,2
youtube,pinapatalo,4
youtube,pinapatapon,1
youtube,pinapataw,1
youtube,pinapatawag,1
youtube,pinapatay,6
youtube,pinapatibay,1
youtube,pinapatnubayan,2
youtube,pinapatulan,1
youtube,pinapayagan,1
youtube,pinaplano,2
youtube,pinapqnganak,1
youtube,pinarusahan,1
youtube,pinas,99
youtube,pinasa,2
youtube,pinasahod,1
youtube,pinasaringan,1
youtube,pinaskil,1
youtube,pinasok,3
youtube,pinataas,1
youtube,pinatag,1
youtube,pinatagal,2
youtube,pinatalo,3
youtube,pinatanggal,1
youtube,pinatapos,1
youtube,pinatatagal,6
youtube,pinatawg,1
youtube,pinatay,6
youtube,pinatayo,1
youtube,pinatong,2
youtube,pinattalo,2
youtube,pinatubo,1
youtube,pinatuloy,2
youtube,pinatunayan,1
youtube,pinaupo,1
youtube,pinauuwi,1
youtube,pinayagan,1
youtube,pindala,1
youtube,pinermahan,1
youtube,ping,34
youtube,pingloloko,1
youtube,pingpingpingpingping,1
youtube,pinikula,1
youtube,pinili,7
youtube,pinilit,2
youtube,pinipigilan,2
youtube,pinipigilang,2
youtube,pinipile,1
youtube,pinipilit,7
youtube,pinirmahan,2
youtube,pinitik,1
youtube,pink,2
youtube,pinkamaraming,1
youtube,pinklawan,2
youtube,pinky,10
youtube,pino,2
youtube,pinohonan,1
youtube,pinono,1
youtube,pinoprotecta,1
youtube,pinoproteksyoan,2
youtube,pinoprotektahan,9
youtube,pinoy,37
youtube,pinoys,1
youtube,pinpointed,1
youtube,pinpuntahan,2
youtube,pinrotektahan,2
youtube,pinsa,1
youtube,pinsan,24
youtube,pintora,1
youtube,pintura,1
youtube,pinuno,5
youtube,pinuponduhan,1
youtube,pinuprotectahan,1
youtube,pinupuntahan,1
youtube,pinupush,2
youtube,pinuputol,5
youtube,pinush,1
youtube,pinutol,4
youtube,pinzan,1
youtube,pipigil,1
youtube,pipigilan,1
youtube,pipikit,1
youtube,pipirma,1
youtube,pira,23
youtube,pirata,1
youtube,pirma,5
youtube,piro,11
youtube,piru,1
youtube,pisan,1
youtube,piso,6
youtube,piss,1
youtube,pissed,1
youtube,pisti,2
youtube,pitik,1
youtube,pity,1
youtube,pka,1
youtube,pki,1
youtube,pkialam,3
youtube,pkinabang,1
youtube,pkingina,1
youtube,pks,1
youtube,pla,31
youtube,place,10
youtube,placed,1
youtube,places,2
youtube,plad,1
youtube,plag,1
youtube,plagi,2
youtube,plaguing,1
youtube,plains,2
youtube,plan,5
youtube,planado,1
youtube,planes,1
youtube,planet,2
youtube,plang,4
youtube,planggana,1
youtube,planing,1
youtube,planned,2
youtube,planner,2
youtube,planning,12
youtube,plano,10
youtube,planohin,1
youtube,planong,1
youtube,plans,2
youtube,plants,1
youtube,planu,1
youtube,planuhan,1
youtube,plastic,4
youtube,plate,1
youtube,plating,1
youtube,play,9
youtube,playing,3
youtube,plaza,2
youtube,pleaase,1
youtube,please,49
youtube,pleasing,1
youtube,plenaryo,1
youtube,plight,1
youtube,plipino,1
youtube,plitan,1
youtube,plitn,1
youtube,plng,1
youtube,plood,2
youtube,ploreda,1
youtube,plot,4
youtube,plsss,1
youtube,plsssss,1
youtube,plu,1
youtube,plunder,24
youtube,plunderers,1
youtube,plundering,2
youtube,plus,20
youtube,ply,1
youtube,plz,2
youtube,pmbili,1
youtube,pmilya,2
youtube,pnagmamalke,1
youtube,pnagtatrabahuhan,1
youtube,pnahon,2
youtube,pnb,1
youtube,png,4
youtube,pngalan,2
youtube,pnginoon,2
youtube,pngyuari,2
youtube,pnhon,1
youtube,pnn,1
youtube,pnoy,2
youtube,pnp,5
youtube,pobre,1
youtube,poc,1
youtube,pockets,1
youtube,poe,2
youtube,pogi,8
youtube,pogo,4
youtube,poh,11
youtube,poide,1
youtube,point,19
youtube,pointed,1
youtube,pointing,4
youtube,points,3
youtube,pokitko,1
youtube,pol,3
youtube,pol2x,1
youtube,polder,2
youtube,pole,1
youtube,police,4
youtube,policians,1
youtube,policies,2
youtube,policy,3
youtube,polido,1
youtube,poliko,2
youtube,polillo,1
youtube,politic,1
youtube,political,22
youtube,politically,2
youtube,politician,17
youtube,politicians,64
youtube,politicisns,1
youtube,politico,6
youtube,politics,9
youtube,politika,16
youtube,politiko,84
youtube,politikong,13
youtube,politiks,1
youtube,politko,1
youtube,polong,1
youtube,poloyico,1
youtube,polpol,2
